,title,categories,averageRating,publishedDate
1300,Crying for the moon : a novel,Fiction,3.0,2017.0
1301,"The bulletproof diet : lose up to a pound a day, reclaim your energy and focus, and upgrade your life",Health & Fitness,3.5,2014.0
1302,Dark Flood Rises,,,
1303,Down a dark road,,,
1304,Dragon springs road,Fiction,4.0,2017.0
1305,The Store,Fiction,3.5,2017.0
1306,Interpreter of maladies : stories,Fiction,4.0,2000.0
1307,Shtum,Fiction,4.5,2016.0
1308,Stay with Me ,Fiction,4.0,2017.0
1309,"Amulet. Book five, Prince of the elves",Juvenile Fiction,4.5,2013.0
1310,Boundless,Religion,4.0,2014.0
1311,Enormous Suitcase ,Children of divorced parents,4.0,2017.0
1312,Hashimoto's protocol : a 90-day plan for reversing thyroid symptoms and getting your life back,,,
1313,The last Tudor,,,
1314,The untethered soul : the journey beyond yourself,,,
1315,Matilda,,,
1316,"Devil's bargain : Steve Bannon, Donald Trump, and the storming of the presidency",,,
1317,Midnight Line ,Fiction,3.5,2017.0
1318,The tea girl of Hummingbird Lane : a novel,Fiction,4.0,2017.0
1319,The key : student study guide. Science 10,Education,5.0,2014.0
1320,The magic of thinking big,,,
1321,The richest man in Babylon,,,
1322,Instant Pot electric pressure cooker cookbook : quick & easy recipes for everyday eating,Cooking,2.0,2018.0
1323,Tower of Dawn ,Young Adult Fiction,5.0,2017.0
1324,Captain Underpants and the invasion of the incredibly naughty cafeteria ladies from outer space (and the subsequent assault of the equally evil lunchroom zombie nerds) : the third epic novel,Juvenile Fiction,4.0,2013.0
1325,Captain Underpants and the perilous plot of Professor Poopypants : the fourth epic novel,Juvenile Fiction,4.0,2000.0
1326,Chase,Fiction,4.0,2017.0
1327,Find Your Why ,Business & Economics,4.0,2017.0
1328,Origin ,Fiction,4.0,2017.0
1329,"Around the world in 120 salads : fresh, healthy, delicious",Cooking,,2018.0
1330,"Best simple suppers for two : fast and foolproof recipes for one, two, or a few",Cooking,4.5,2017.0
1331,End Game ,Fiction,5.0,2010.0
1332,Romanov Ransom ,Fiction,3.5,2017.0
1333,"The 5 love languages, men's edition : the secret to love that lasts",Family & Relationships,4.0,2009.0
1334,Reality fitness,Health & Fitness,3.0,2018.0
1335,The party : a novel,Fiction,3.5,2017.0
1336,Echo of Murder ,Fiction,3.5,2019.0
1337,Harry Potter : the creature vault : the creatures and plants of the Harry Potter films,,,
1338,Real life organizing : clean and clutter-free in 15 minutes a day,House & Home,5.0,2017.0
1339,The key : student study guide. English 20-1,Fiction,3.5,2012.0
1340,The millionaire next door : the surprising secrets of America's wealthy,Business & Economics,4.0,1996.0
1341,"Uninvited : living loved when you feel less than, left out, and lonely",Religion,4.0,2016.0
1342,Beren and Luthien,,,
1343,Seagull ,Drama,3.5,2010.0
1344,Mrs. Fletcher : a novel,Fiction,3.5,2019.0
1345,"The strange death of Europe : immigration, identity, Islam",Political Science,5.0,2017.0
1346,Lemonade in winter : a book about two kids counting money,Juvenile Fiction,3.5,2012.0
1347,Medicine River,Fiction,,1982.0
1348,Pluto. Urasawa X Tezuka. 004,Comics & Graphic Novels,,2008.0
1349,Portugal,History,4.0,1983.0
1350,Start with why : how great leaders inspire everyone to take action,Business & Economics,4.0,2011.0
1351,The only cafe,Fiction,4.0,2017.0
1352,Hardcore Twenty-Four ,Fiction,3.5,2017.0
1353,The color of our sky,Fiction,3.5,2017.0
1354,Get out of bed!,Nature,4.0,2002.0
1355,Sleeping Beauties ,Fiction,3.5,2017.0
1356,Four Tendencies: the indispensable personality profiles... ,Self-Help,4.0,2017.0
1357,Living a feminist life,Social Science,5.0,2017.0
1358,Past Perfect ,,,
1359,The Rooster Bar ,,,
1360,The life she was given,,,
1361,Deep Freeze ,Fiction,4.0,2017.0
1362,Dunstan : one man will change the fate of England,,,
1363,Everything that remains : a memoir,Biography & Autobiography,3.0,2014.0
1364,"Monstress. Volume two, The blood",Comics & Graphic Novels,,2017.0
1365,Ricky Ricotta's Mighty Robot vs. the Mutant Mosquitoes from Mercury : the second robot adventure novel,Juvenile Fiction,3.0,2000.0
1366,The twisted ones,Fiction,4.5,2019.0
1367,Today,Literary Criticism,4.0,2006.0
1368,The Moores are missing : thrillers,Fiction,3.5,2017.0
1369,"A beautiful, terrible thing : a memoir of marriage and betrayal",Biography & Autobiography,4.0,2017.0
1370,Blood fury,Fiction,3.0,2018.0
1371,10 Messages Your Angels Want You to Know ,"Body, Mind & Spirit",4.5,2017.0
1372,A distant view of everything,Fiction,3.0,2017.0
1373,Sitting still like a frog : mindfulness exercises for kids (and their parents),Family & Relationships,5.0,2013.0
1374,The tipping point : how little things can make a big difference,Psychology,3.5,2006.0
1375,Math practice : reinforce and master basic math skills. Grades 5-6 ,Education,4.0,2018.0
1376,All our waves are water : stumbling toward enlightenment and the perfect ride,Sports & Recreation,5.0,2017.0
1377,Grace ,Fiction,3.5,2011.0
1378,The art of raising a puppy,Pets,4.0,2001.0
1379,Un appartement a Paris : roman,Fiction,,2017.0
1380,"Salt, fat, acid, heat : mastering the elements of good cooking",Cooking,4.5,2017.0
1381,"Stretching for 50+ : a customized program for increasing flexibility, avoiding injury and enjoying an active lifestyle",Health & Fitness,4.0,2009.0
1382,The sinner,,,
1383,Voyager,Fiction,4.0,2010.0
1384,Dragon of Fortune ,Juvenile Fiction,4.5,2017.0
1385,Fairytale ,Fiction,4.0,2017.0
1386,Insurgent,,,
1387,Sharp objects : a novel,Fiction,3.5,2018.0
1388,"The complete guide to fasting : heal your body through intermittent, alternate-day, and extended fasting",Health & Fitness,4.0,2019.0
1389,Y is for yesterday,Fiction,3.5,2017.0
1390,Keeping my sisters' secrets,Biography & Autobiography,4.0,2017.0
1391,Blame,Fiction,4.0,2017.0
1392,A stranger in the house,Fiction,3.0,2017.0
1393,"Boruto, Vol. 2: Naruto Next Generations",Comics & Graphic Novels,5.0,2017.0
1394,"The Gulag Archipelago, 1918-1956 : an experiment in literary investigation",Political persecution,4.5,1999.0
1395,"Valerian, the complete collection. Volume 1",Comics & Graphic Novels,3.5,2018.0
1396,"Valerian, the complete collection. Volume 2",,,
1397,"Valerian, the complete collection. Volume 3",,,
1398,A simple favor : a novel,Fiction,3.5,2017.0
1399,Duchess Bake Shop ,,,
1400,"Ready or not! : 150+ make-ahead, make-over, and make-now recipes by Nom Nom Paleo",Cooking,4.0,2017.0
1401,"Wolverine. Old Man Logan. 4, Old monsters",Comics & Graphic Novels,,2017.0
1402,Dangerous games [large print] : a novel,Fiction,5.0,1999.0
1403,Dark rites,,,
1404,A darker shade of magic,Fiction,4.0,2015.0
1405,Captain Underpants and the terrifying return of Tippy Tinkletrousers,Juvenile Fiction,4.0,2013.0
1406,Wildfire,Business & Economics,3.0,2019.0
1407,Class mom : a novel,Fiction,4.0,2017.0
1408,The Paris spy : a Maggie Hope mystery,,,
1409,Turtles All the Way Down ,,,
1410,Why Buddhism is true : the science and philosophy of meditation and enlightenment,,,
1411,Back mechanic : the secrets to a healthy spine your doctor isn't telling you : the step by step McGill Method to fix back pain,,,
1412,"JoJo's bizarre adventure. Part 3, Stardust crusaders. 04",Comics & Graphic Novels,4.0,2010.0
1413,Superfoods happiness : over 50 recipes to improve your mood and start smiling,,,
1414,The Preservatory : seasonally inspired recipes for creating and cooking with artisanal preserves,Cooking,5.0,2017.0
1415,The strange case of the alchemist's daughter,Fiction,3.5,2017.0
1416,The adventures of Super Diaper Baby : the first graphic novel by George Beard and Harold Hutchins,Juvenile Fiction,4.0,2012.0
1417,The land of stories. A Grimm warning,Juvenile Fiction,4.0,2014.0
1418,White hot truth : clarity for keeping it real on your spiritual path--from one seeker to another,Self-Help,2.0,2017.0
1419,Dark in death,Fiction,4.0,2019.0
1420,Harry Potter and the Chamber of Secrets,Juvenile Fiction,4.5,2015.0
1421,Map of the heart,Fiction,4.0,2017.0
1422,The almost sisters,Fiction,4.0,2017.0
1423,The name of the wind,Fiction,4.0,2010.0
1424,25 places in Canada every family should visit,Travel,4.0,2017.0
1425,Charlatans ,Biography & Autobiography,4.5,2017.0
1426,Gone without a trace,Fiction,3.0,2017.0
1427,IELTS preparation and practice. Reading and writing : academic module,English language,4.0,2002.0
1428,Need you dead,Fiction,4.0,2016.0
1429,The sisters,Fiction,3.5,2011.0
1430,Batman ,Comics & Graphic Novels,4.5,2001.0
1431,How to talk so little kids will listen : a survival guide to life with children ages 2-7,Family & Relationships,4.0,2017.0
1432,Any dream will do : a novel,,,
1433,I know a secret : a novel,Fiction,4.5,2017.0
1434,Dog Man. A tale of two kitties,Cats,4.0,2019.0
1435,"Jessica Jones. Vol. 1, Uncaged!",Comics & Graphic Novels,2.5,2017.0
1436,"Lazarus. Volume five, Cull",,,
1437,Medicine walk,Fiction,4.5,2014.0
1438,The power of habit : why we do what we do in life and business,,,
1439,The student cookbook : great grub for the hungry and the broke,Cooking,,2017.0
1440,The year of magical thinking,Biography & Autobiography,3.5,2012.0
1441,"The ketodiet cookbook : more than 150 delicious low-carb, high-fat recipes for maximum weight loss and improved health",,,
1442,Glass houses,Fiction,4.5,2017.0
1443,Seeing red,Social Science,4.0,2011.0
1444,Braving the Wilderness: the quest for true belonging... ,Psychology,4.0,2017.0
1445,Dark Saturday : a novel,,,
1446,Tell Tale ,,,
1447,The gift of fear : survival signals that protect us from violence,Electronic books,4.0,2000.0
1448,Dark Legacy ,Fiction,5.0,2004.0
1449,How the Finch Stole Christmas ,Fiction,4.0,2017.0
1450,Inhumans vs. X-Men ,Comics & Graphic Novels,3.0,2017.0
1451,The Bad Guys in attack of the zittens,Juvenile Fiction,4.0,2016.0
1452,The thirst [large print],Biography & Autobiography,4.0,2012.0
1453,Complete Canadian GED preparation,Study Aids,3.0,2003.0
1454,The right time : a novel,Fiction,4.5,2017.0
1455,What Happened ,Biography & Autobiography,4.0,2017.0
1456,Diana : her true story--in her own words,Biography & Autobiography,3.0,2017.0
1457,The people we hate at the wedding,,,
1458,Indian Horse : a novel,Fiction,4.5,2018.0
1459,Monster in the Closet ,,,
1460,The silkworm,Fiction,5.0,2014.0
1461,Weekend quilting : quilt and unwind with simple designs to sew in no time,,,
1462,Hum if you don't know the words,,,
1463,The secret,"Body, Mind & Spirit",3.0,2011.0
1464,What do you do with an idea?,Juvenile Fiction,5.0,2015.0
1465,Exposed,Fiction,4.0,2019.0
1466,The winners' circle,,,
1467,Proof of life,Fiction,3.5,2015.0
1468,The good daughter : a novel,Fiction,4.0,2017.0
1469,Mind Game ,Sports & Recreation,4.5,2005.0
1470,"Indigenous writes : a guide to First Nations, Metis & Inuit issues in Canada",Social Science,4.0,2016.0
1471,The burning girl : a novel,Fiction,3.5,2017.0
1472,Abby in Wonderland ,Juvenile Fiction,3.0,2017.0
1473,"Martha Stewart's slow cooker : 110 recipes for flavorful, foolproof dishes (including desserts!), plus test-kitchen tips and strategies",Cooking,4.5,2017.0
1474,Shattered,Fiction,3.5,2017.0
1475,Rituals,,,
1476,The school year survival cookbook : healthy recipes and sanity-saving strategies for every family and every meal (even snacks),Cooking,4.0,2017.0
1477,Love real food : more than 100 feel-good vegetarian favorites to delight the senses and nourish the body,Cooking,4.0,2016.0
1478,Silver silence : a Psy-changeling trinity novel,Fiction,4.5,2017.0
1479,Stick with it : a scientifically proven process for changing your life--for good,Business & Economics,5.0,2018.0
1480,The key : student study guide. Mathematics 10 combined,,,
1481,On her majesty's frightfully secret service,Fiction,3.5,2017.0
1482,The blinds,Fiction,3.5,2017.0
1483,"The devil in the white city : murder, magic, and madness at the fair that changed America",History,4.0,2004.0
1484,Column of Fire ,Fiction,3.5,2019.0
1485,"Simplicity parenting : using the extraordinary power of less to raise calmer, happier, and more secure kids",Family & Relationships,3.5,2010.0
1486,"The Danish way of parenting : what the happiest people in the world know about raising confident, capable kids",,,
1487,"Vegan for everybody : foolproof plant-based recipes for breakfast, lunch, dinner, and in-between",Cooking,3.0,2017.0
1488,Holding,,,
1489,One of us is lying,Young Adult Fiction,4.0,2017.0
1490,The dragon of fortune : an epic kingdom of fantasy adventure,Juvenile Fiction,5.0,2017.0
1491,Enigma,Fiction,4.0,2011.0
1492,Masterminds : criminal destiny,Juvenile Fiction,4.0,2015.0
1493,The lost ones,Fiction,3.0,2019.0
1494,Alias Grace,Fiction,4.0,1997.0
1495,Fever ,Fiction,3.0,2014.0
1496,The other girl,Young Adult Fiction,3.0,2009.0
1497,"Thinking, fast and slow",Psychology,4.0,2011.0
1498,Accordionist ,Fiction,4.0,2017.0
1499,"Bright line eating : the science of living happy, thin, and free",Health & Fitness,3.0,2017.0
1500,Flow : the psychology of optimal experience,Psychology,4.0,2009.0
1501,Fragments of horror,,,
1502,Hard-boiled wonderland and the end of the world : a novel,,,
1503,PMP exam prep : accelerated learning to pass PMI's PMP exam,,,
1504,World of Lore: Monstrous Creatures ,,,
1505,A legacy of spies,Fiction,4.0,2017.0
1506,"Run, Hide, Repeat ",Biography & Autobiography,3.5,2017.0
1507,The dead husband project : stories,Fiction,4.0,2017.0
1508,"Captain Underpants and the big, bad battle of the Bionic Booger Boy. Part 1, Night of the nasty nostril nuggets",,,
1509,War I Finally Won ,Juvenile Fiction,4.0,2017.0
1510,Braving the wilderness : the quest for true belonging and the courage to stand alone,Psychology,4.0,2017.0
1511,Story of Arthur Truluv ,Fiction,4.0,2017.0
1512,"The capsule wardrobe : 1,000 outfits from 30 pieces",Self-Help,4.0,2017.0
1513,The birth house : a novel,Fiction,3.0,2009.0
1514,Secrets in death,Fiction,4.0,2017.0
1515,And every morning the way home gets longer and longer : a novella,Fiction,4.5,2016.0
1516,Halfway homemade : meals in a jiffy,Cooking,3.5,2017.0
1517,Harry Potter and the Prisoner of Azkaban ,Juvenile Fiction,4.5,1999.0
1518,New boy,Juvenile Fiction,3.5,2017.0
1519,The scarred woman,Fiction,3.5,2017.0
1520,Wicked Deeds,,,
1521,Alias Grace ,Fiction,4.0,1997.0
1522,My Absolute Darling ,,,
1523,Beneath a scarlet sky : a novel,Fiction,4.0,2018.0
1524,How to catch a star,Juvenile Fiction,4.0,2004.0
1525,Sons and soldiers : the untold story of the Jews who escaped the Nazis and returned with the U.S. Army to fight Hitler,History,,2017.0
1526,"Your fantastic elastic brain : stretch it, shape it",,,
1527,"Smitten Kitchen: Breakfast, Dinner, Cake (and Everything in Between) ",Cooking,4.0,2012.0
1528,What happened,,,
1529,Getaway ,Juvenile Fiction,4.5,2011.0
1530,Of mess and moxie : wrangling delight out of this wild and glorious life,Religion,4.0,2017.0
1531,"Rich dad, poor dad : with updates for today's world--and 9 new study session sections",Business & Economics,3.5,2017.0
1532,"The no meat athlete cookbook : whole food, plant-based recipes to fuel your workouts and the rest of your life",Cooking,5.0,2017.0
1533,Enemy of the state,Fiction,4.0,2017.0
1534,A good old-fashioned wedgie,Juvenile Fiction,4.0,2017.0
1535,Lie to me,Fiction,4.0,2019.0
1536,A column of fire,Fiction,3.5,2017.0
1537,Angel Astrology 101: Discover the Angels Connected with Your Birth Chart ,"Body, Mind & Spirit",4.0,2014.0
1538,Brave new world,Literary Criticism,3.5,2010.0
1539,The key : diploma preparation guide. Chemistry 30,,,
1540,"First snow, last light",,,
1541,Little Fires Everywhere ,,,
1542,The child finder : a novel,,,
1543,The Golden house : a novel,,,
1544,It Takes Two ,Fiction,3.0,2004.0
1545,Lord of the flies,Fiction,3.5,2012.0
1546,The secret wife,Fiction,4.5,2016.0
1547,The girl who takes an eye for an eye,Fiction,3.5,2017.0
1548,Sunburn : a novel,Fiction,4.0,2018.0
1549,Surprise me : a novel,Fiction,3.5,2018.0
1550,The gentle art of Swedish death cleaning : how to free yourself and your family from a lifetime of clutter,Self-Help,4.0,2018.0
1551,The woman in the window [large print],Fiction,4.0,2018.0
1552,"The year of less : how I stopped shopping, gave away my belongings, and discovered life is worth more than anything you can buy in a store",Self-Help,3.5,2017.0
